Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_City,Customer_Type,Product_Name,Quantity_Ordered,Quantity_Shipped,Unit_Price,Order_Value,Fulfillment_Status,Days_to_Fulfill
ORD-103894,2025-02-26,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,105,105,3.11,326.79,Fulfilled,1.0
ORD-103895,2025-02-26,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,86,86,2.54,218.81,Fulfilled,2.0
ORD-103896,2025-02-26,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,59,59,1.57,92.55,Fulfilled,1.0
ORD-103897,2025-02-26,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Lettuce,454,454,1.48,671.31,Fulfilled,4.0
ORD-103898,2025-02-26,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,168,168,1.43,239.94,Fulfilled,3.0
ORD-103899,2025-02-27,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,439,439,3.87,1699.19,Fulfilled,4.0
ORD-103900,2025-02-27,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,302,302,1.57,474.01,Fulfilled,3.0
ORD-103901,2025-02-27,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,326,326,2.82,917.96,Fulfilled,3.0
ORD-103902,2025-02-27,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Mixed Produce,204,0,2.82,574.43,Cancelled,
ORD-103903,2025-02-27,CUST-005,East Coast Produce,"New York, NY",Wholesale,Tomatoes,90,90,2.56,230.25,Fulfilled,4.0
ORD-103904,2025-02-27,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,274,274,1.72,471.57,Fulfilled,1.0
ORD-103905,2025-02-28,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,26,26,2.95,76.63,Fulfilled,1.0
ORD-103906,2025-02-28,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,315,315,2.72,858.16,Fulfilled,4.0
ORD-103907,2025-02-28,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Cucumbers,218,218,1.85,402.98,Fulfilled,2.0
ORD-103908,2025-02-28,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Tomatoes,423,0,2.54,1075.08,Cancelled,
ORD-103909,2025-02-28,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,232,232,2.98,690.99,Fulfilled,2.0
ORD-103910,2025-02-28,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,421,421,3.0,1264.64,Fulfilled,1.0
ORD-103911,2025-02-28,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,440,440,1.47,645.61,Fulfilled,3.0
ORD-103912,2025-02-28,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,110,91,1.43,157.17,Partial,2.0
ORD-103913,2025-02-28,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,225,225,2.53,568.35,Fulfilled,4.0
ORD-103914,2025-02-28,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,301,301,3.07,924.85,Fulfilled,1.0
ORD-103915,2025-03-01,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Cucumbers,262,262,1.84,480.82,Fulfilled,3.0
ORD-103916,2025-03-01,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Peppers,103,55,3.14,323.65,Partial,3.0
ORD-103917,2025-03-01,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,352,352,1.44,508.0,Fulfilled,3.0
ORD-103918,2025-03-01,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,448,448,1.52,681.9,Fulfilled,4.0
ORD-103919,2025-03-01,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,65,65,3.25,211.28,Fulfilled,3.0
ORD-103920,2025-03-01,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,103,67,4.04,416.07,Partial,3.0
ORD-103921,2025-03-01,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Tomatoes,399,399,2.52,1006.23,Fulfilled,2.0
ORD-103922,2025-03-01,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Cucumbers,53,53,1.79,94.76,Fulfilled,1.0
ORD-103923,2025-03-01,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,366,366,1.54,562.78,Fulfilled,1.0
ORD-103924,2025-03-01,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,307,307,4.06,1246.77,Fulfilled,1.0
ORD-103925,2025-03-01,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,359,292,1.83,657.45,Partial,3.0
ORD-103926,2025-03-01,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Peppers,167,167,3.19,533.53,Fulfilled,3.0
ORD-103927,2025-03-02,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,155,155,2.61,405.25,Fulfilled,3.0
ORD-103928,2025-03-02,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Cucumbers,357,214,1.8,643.12,Partial,3.0
ORD-103929,2025-03-02,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Cucumbers,136,76,1.72,234.32,Partial,1.0
ORD-103930,2025-03-02,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,102,102,3.87,395.1,Fulfilled,2.0
ORD-103931,2025-03-02,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,66,66,2.42,159.76,Fulfilled,4.0
ORD-103932,2025-03-02,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Cucumbers,163,0,1.84,299.86,Cancelled,
ORD-103933,2025-03-02,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Mixed Produce,424,424,2.67,1133.55,Fulfilled,3.0
ORD-103934,2025-03-02,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,427,427,2.69,1147.85,Fulfilled,1.0
ORD-103935,2025-03-02,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,306,306,1.83,560.32,Fulfilled,3.0
ORD-103936,2025-03-02,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,341,341,2.66,907.07,Fulfilled,1.0
ORD-103937,2025-03-02,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,289,289,2.75,795.13,Fulfilled,2.0
ORD-103938,2025-03-03,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,396,396,3.24,1283.0,Fulfilled,3.0
ORD-103939,2025-03-03,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,24,24,1.56,37.5,Fulfilled,3.0
ORD-103940,2025-03-03,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Peppers,90,90,3.03,272.91,Fulfilled,4.0
ORD-103941,2025-03-03,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,491,491,1.5,737.89,Fulfilled,1.0
ORD-103942,2025-03-03,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Peppers,461,461,3.15,1450.27,Fulfilled,3.0
ORD-103943,2025-03-03,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,86,86,1.86,160.15,Fulfilled,1.0
ORD-103944,2025-03-03,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Strawberries,162,162,3.95,639.62,Fulfilled,4.0
ORD-103945,2025-03-03,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,344,344,1.54,530.23,Fulfilled,4.0
ORD-103946,2025-03-03,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Strawberries,171,171,3.82,653.26,Fulfilled,4.0
ORD-103947,2025-03-03,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,236,236,2.58,608.35,Fulfilled,2.0
ORD-103948,2025-03-03,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,379,379,2.77,1050.11,Fulfilled,2.0
ORD-103949,2025-03-04,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Tomatoes,497,0,2.55,1267.52,Cancelled,
ORD-103950,2025-03-04,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,489,314,3.11,1523.22,Partial,3.0
ORD-103951,2025-03-04,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,246,246,1.49,367.02,Fulfilled,1.0
ORD-103952,2025-03-04,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,133,133,4.17,555.26,Fulfilled,3.0
ORD-103953,2025-03-04,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Cucumbers,470,470,1.71,805.13,Fulfilled,4.0
ORD-103954,2025-03-04,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,155,0,2.46,381.55,Pending,
ORD-103955,2025-03-04,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,349,0,1.45,506.98,Pending,
ORD-103956,2025-03-04,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,328,328,2.67,876.69,Fulfilled,3.0
ORD-103957,2025-03-04,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,259,259,1.75,452.82,Fulfilled,3.0
ORD-103958,2025-03-04,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,46,46,2.54,116.75,Fulfilled,3.0
ORD-103959,2025-03-04,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,26,26,2.87,74.6,Fulfilled,3.0
ORD-103960,2025-03-05,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Cucumbers,251,251,1.88,471.88,Fulfilled,1.0
ORD-103961,2025-03-05,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,104,104,1.5,156.02,Fulfilled,1.0
ORD-103962,2025-03-05,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,57,57,2.48,141.62,Fulfilled,2.0
ORD-103963,2025-03-05,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Strawberries,27,27,4.13,111.57,Fulfilled,3.0
ORD-103964,2025-03-05,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,455,455,1.53,695.16,Fulfilled,3.0
ORD-103965,2025-03-05,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,201,201,2.79,560.12,Fulfilled,4.0
ORD-103966,2025-03-05,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Cucumbers,276,276,1.71,473.0,Fulfilled,2.0
ORD-103967,2025-03-05,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,124,124,1.43,177.84,Fulfilled,3.0
ORD-103968,2025-03-05,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Strawberries,166,166,3.91,648.32,Fulfilled,3.0
ORD-103969,2025-03-05,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,373,373,1.54,575.61,Fulfilled,1.0
ORD-103970,2025-03-05,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Tomatoes,434,434,2.53,1096.09,Fulfilled,3.0
ORD-103971,2025-03-06,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,450,450,3.13,1409.29,Fulfilled,2.0
ORD-103972,2025-03-06,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Cucumbers,448,448,1.84,824.9,Fulfilled,2.0
ORD-103973,2025-03-06,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,380,380,2.55,968.12,Fulfilled,4.0
ORD-103974,2025-03-06,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,387,387,2.39,925.17,Fulfilled,2.0
ORD-103975,2025-03-06,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Peppers,446,446,3.05,1359.02,Fulfilled,3.0
ORD-103976,2025-03-06,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,249,249,2.62,651.65,Fulfilled,1.0
ORD-103977,2025-03-07,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,392,392,1.56,613.47,Fulfilled,1.0
ORD-103978,2025-03-07,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,187,187,2.81,524.99,Fulfilled,3.0
ORD-103979,2025-03-07,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,367,367,2.42,887.86,Fulfilled,2.0
ORD-103980,2025-03-07,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Cucumbers,91,91,1.85,168.23,Fulfilled,3.0
ORD-103981,2025-03-07,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,169,169,2.59,437.18,Fulfilled,1.0
ORD-103982,2025-03-07,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,287,287,4.1,1177.0,Fulfilled,4.0
ORD-103983,2025-03-08,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Strawberries,351,351,3.98,1398.05,Fulfilled,1.0
ORD-103984,2025-03-08,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Lettuce,245,245,1.48,362.1,Fulfilled,4.0
ORD-103985,2025-03-08,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,232,232,1.76,409.42,Fulfilled,3.0
ORD-103986,2025-03-08,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Lettuce,40,40,1.47,58.7,Fulfilled,4.0
ORD-103987,2025-03-08,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,466,0,3.03,1412.6,Pending,
ORD-103988,2025-03-08,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Cucumbers,486,486,1.8,877.1,Fulfilled,3.0
ORD-103989,2025-03-08,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,93,93,2.47,229.87,Fulfilled,4.0
ORD-103990,2025-03-08,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,495,495,2.81,1389.14,Fulfilled,3.0
ORD-103991,2025-03-08,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,493,305,1.44,710.61,Partial,3.0
ORD-103992,2025-03-08,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,169,169,2.69,455.31,Fulfilled,1.0
ORD-103993,2025-03-08,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,390,390,1.55,603.65,Fulfilled,2.0
ORD-103994,2025-03-08,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,285,285,2.84,810.14,Fulfilled,2.0
ORD-103995,2025-03-09,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Cucumbers,339,339,1.72,584.35,Fulfilled,2.0
ORD-103996,2025-03-09,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Tomatoes,262,262,2.49,652.68,Fulfilled,1.0
ORD-103997,2025-03-09,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,399,399,2.5,996.79,Fulfilled,2.0
ORD-103998,2025-03-09,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,314,314,4.06,1275.06,Fulfilled,1.0
ORD-103999,2025-03-09,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Tomatoes,131,131,2.57,336.53,Fulfilled,4.0
ORD-104000,2025-03-09,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,484,484,4.09,1981.76,Fulfilled,3.0
ORD-104001,2025-03-10,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,94,94,3.94,370.24,Fulfilled,4.0
ORD-104002,2025-03-10,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,192,192,3.08,591.89,Fulfilled,4.0
ORD-104003,2025-03-10,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,261,0,2.73,711.64,Pending,
ORD-104004,2025-03-10,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Cucumbers,357,247,1.79,638.1,Partial,1.0
ORD-104005,2025-03-10,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,329,329,1.49,491.12,Fulfilled,3.0
ORD-104006,2025-03-10,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,256,256,3.92,1004.6,Fulfilled,2.0
ORD-104007,2025-03-10,CUST-005,East Coast Produce,"New York, NY",Wholesale,Tomatoes,262,262,2.55,667.91,Fulfilled,1.0
ORD-104008,2025-03-10,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Tomatoes,227,227,2.62,594.52,Fulfilled,3.0
ORD-104009,2025-03-11,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Cucumbers,221,221,1.73,382.47,Fulfilled,4.0
ORD-104010,2025-03-11,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,331,0,3.0,992.98,Cancelled,
ORD-104011,2025-03-11,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,60,60,2.77,166.15,Fulfilled,3.0
ORD-104012,2025-03-11,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,367,367,3.15,1154.35,Fulfilled,1.0
ORD-104013,2025-03-11,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,135,96,2.78,374.82,Partial,1.0
ORD-104014,2025-03-11,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,149,149,1.45,215.9,Fulfilled,2.0
ORD-104015,2025-03-11,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Cucumbers,190,190,1.79,340.12,Fulfilled,2.0
ORD-104016,2025-03-11,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,138,138,4.16,574.32,Fulfilled,3.0
ORD-104017,2025-03-11,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,46,0,3.8,174.89,Pending,
ORD-104018,2025-03-12,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,297,297,2.87,852.34,Fulfilled,1.0
ORD-104019,2025-03-12,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,206,206,3.25,669.26,Fulfilled,2.0
ORD-104020,2025-03-12,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Peppers,353,261,2.98,1052.61,Partial,3.0
ORD-104021,2025-03-12,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,427,0,3.21,1370.27,Pending,
ORD-104022,2025-03-12,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Lettuce,403,0,1.43,576.81,Pending,
ORD-104023,2025-03-12,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,181,181,1.46,263.84,Fulfilled,4.0
ORD-104024,2025-03-12,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,259,259,2.54,659.06,Fulfilled,3.0
ORD-104025,2025-03-12,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,485,0,1.47,715.33,Cancelled,
ORD-104026,2025-03-12,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Lettuce,371,371,1.5,555.02,Fulfilled,2.0
ORD-104027,2025-03-12,CUST-005,East Coast Produce,"New York, NY",Wholesale,Cucumbers,206,206,1.85,381.41,Fulfilled,4.0
ORD-104028,2025-03-12,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Lettuce,128,128,1.43,183.63,Fulfilled,1.0
ORD-104029,2025-03-12,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Lettuce,343,199,1.5,514.83,Partial,2.0
ORD-104030,2025-03-13,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,200,200,2.84,567.41,Fulfilled,4.0
ORD-104031,2025-03-13,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,168,168,3.8,638.82,Fulfilled,4.0
ORD-104032,2025-03-13,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Mixed Produce,443,443,2.89,1279.56,Fulfilled,4.0
ORD-104033,2025-03-13,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,130,130,1.53,198.67,Fulfilled,3.0
ORD-104034,2025-03-13,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Tomatoes,327,0,2.58,843.53,Cancelled,
ORD-104035,2025-03-13,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,456,456,3.96,1804.2,Fulfilled,4.0
ORD-104036,2025-03-13,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,270,169,1.5,404.23,Partial,4.0
ORD-104037,2025-03-13,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,139,139,1.73,240.1,Fulfilled,1.0
ORD-104038,2025-03-13,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,303,303,1.74,527.36,Fulfilled,2.0
ORD-104039,2025-03-13,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,493,493,4.08,2012.01,Fulfilled,1.0
ORD-104040,2025-03-13,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Peppers,40,40,3.0,120.1,Fulfilled,1.0
ORD-104041,2025-03-13,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,44,30,1.46,64.19,Partial,2.0
ORD-104042,2025-03-14,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,385,191,4.19,1613.7,Partial,4.0
ORD-104043,2025-03-14,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,412,412,2.91,1199.65,Fulfilled,2.0
ORD-104044,2025-03-14,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,41,41,1.57,64.23,Fulfilled,4.0
ORD-104045,2025-03-14,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,394,394,3.94,1551.57,Fulfilled,2.0
ORD-104046,2025-03-14,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Strawberries,498,498,4.19,2084.79,Fulfilled,4.0
ORD-104047,2025-03-14,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Cucumbers,55,55,1.77,97.4,Fulfilled,4.0
ORD-104048,2025-03-14,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Tomatoes,229,229,2.59,593.05,Fulfilled,2.0
ORD-104049,2025-03-15,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,198,198,3.94,779.64,Fulfilled,3.0
ORD-104050,2025-03-15,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Cucumbers,208,208,1.72,357.3,Fulfilled,2.0
ORD-104051,2025-03-15,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,420,420,2.85,1198.66,Fulfilled,3.0
ORD-104052,2025-03-15,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,301,301,2.85,856.43,Fulfilled,2.0
ORD-104053,2025-03-15,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,429,429,3.92,1679.67,Fulfilled,2.0
ORD-104054,2025-03-15,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Mixed Produce,120,120,2.84,340.26,Fulfilled,3.0
ORD-104055,2025-03-15,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,451,451,2.67,1204.73,Fulfilled,2.0
ORD-104056,2025-03-16,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,104,71,2.81,291.99,Partial,2.0
ORD-104057,2025-03-16,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Cucumbers,415,415,1.82,755.62,Fulfilled,1.0
ORD-104058,2025-03-16,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,295,295,1.45,426.84,Fulfilled,1.0
ORD-104059,2025-03-16,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Peppers,287,287,3.09,885.77,Fulfilled,4.0
ORD-104060,2025-03-16,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,80,80,1.44,115.44,Fulfilled,2.0
ORD-104061,2025-03-16,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,182,182,1.45,263.47,Fulfilled,4.0
ORD-104062,2025-03-16,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,366,366,1.44,528.27,Fulfilled,3.0
ORD-104063,2025-03-16,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,50,50,2.39,119.3,Fulfilled,3.0
ORD-104064,2025-03-16,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,359,359,3.93,1409.46,Fulfilled,2.0
ORD-104065,2025-03-16,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Cucumbers,467,0,1.79,837.75,Pending,
ORD-104066,2025-03-17,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,66,0,3.86,254.51,Pending,
ORD-104067,2025-03-17,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Mixed Produce,146,146,2.81,410.18,Fulfilled,3.0
ORD-104068,2025-03-17,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,450,450,2.79,1253.67,Fulfilled,2.0
ORD-104069,2025-03-17,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Tomatoes,185,185,2.45,453.39,Fulfilled,3.0
ORD-104070,2025-03-17,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Lettuce,332,332,1.48,489.9,Fulfilled,2.0
ORD-104071,2025-03-17,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,193,79,2.53,488.95,Partial,3.0
ORD-104072,2025-03-17,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Tomatoes,428,428,2.53,1083.78,Fulfilled,1.0
ORD-104073,2025-03-17,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Cucumbers,448,448,1.79,801.24,Fulfilled,2.0
ORD-104074,2025-03-17,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Cucumbers,72,72,1.75,126.02,Fulfilled,1.0
ORD-104075,2025-03-18,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,332,243,2.68,889.8,Partial,3.0
ORD-104076,2025-03-18,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Tomatoes,190,190,2.43,460.91,Fulfilled,1.0
ORD-104077,2025-03-18,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Mixed Produce,254,137,2.7,686.4,Partial,3.0
ORD-104078,2025-03-18,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,178,178,2.67,474.9,Fulfilled,2.0
ORD-104079,2025-03-18,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,357,0,2.67,952.39,Pending,
ORD-104080,2025-03-18,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Strawberries,62,62,4.0,247.96,Fulfilled,4.0
ORD-104081,2025-03-18,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,460,348,1.53,703.71,Partial,4.0
ORD-104082,2025-03-18,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,206,206,1.87,386.07,Fulfilled,2.0
