Shipment_ID,Ship_Date,Scheduled_Delivery,Actual_Delivery,Carrier,Origin,Destination,Lane,Distance_Miles,Shipment_Mode,Product_Category,Weight_LBS,Cost_Per_Mile,Total_Freight_Cost,Tender_Accepted,Tender_Sequence,On_Time_Delivery,Damage_Claim,Transit_Days_Scheduled,Transit_Days_Actual
SHP-107040,2025-12-28,2026-01-01,2026-01-01,TransNorth Logistics,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1899,LTL,Tomatoes,7421,2.26,4283.19,1,1,1,0,4,4
SHP-107041,2025-03-29,2025-04-05,2025-04-05,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3411,TL,Tomatoes,37016,3.22,10971.21,0,3,1,0,7,7
SHP-107042,2024-07-18,2024-07-19,2024-07-19,GreenRoute Logistics,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",368,Reefer,Strawberries,36515,4.7,1729.12,1,1,1,0,1,1
SHP-107043,2025-08-06,2025-08-07,2025-08-07,Prairie Express,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",367,TL,Strawberries,41239,2.77,1014.93,1,1,1,0,1,1
SHP-107044,2025-07-04,2025-07-05,2025-07-05,Great Lakes Transport,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",451,TL,Strawberries,32173,3.18,1434.47,1,1,1,0,1,1
SHP-107045,2024-04-09,2024-04-10,2024-04-10,GreenRoute Logistics,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",417,LTL,Lettuce,12486,2.83,1178.3,1,1,1,0,1,1
SHP-107046,2025-12-12,2025-12-13,2025-12-13,GreenRoute Logistics,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",48,Reefer,Lettuce,34914,3.55,170.31,1,1,1,0,1,1
SHP-107047,2025-10-17,2025-10-19,2025-10-19,Atlantic Carriers,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",508,TL,Lettuce,35873,3.18,1617.82,0,2,1,0,2,2
SHP-107048,2025-07-17,2025-07-18,2025-07-18,Atlantic Carriers,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",359,LTL,Peppers,14129,3.05,1095.49,0,2,1,1,1,1
SHP-107049,2025-01-08,2025-01-10,2025-01-10,GreenRoute Logistics,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",514,TL,Tomatoes,37044,4.07,2090.34,1,1,1,0,2,2
SHP-107050,2025-07-18,2025-07-25,2025-07-25,TransNorth Logistics,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3383,LTL,Peppers,5145,2.7,9140.78,1,1,1,0,7,7
SHP-107051,2025-07-04,2025-07-06,2025-07-06,Summit Trucking,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",753,TL,Strawberries,44137,3.46,2605.83,1,1,1,0,2,2
SHP-107052,2025-11-02,2025-11-03,2025-11-03,Great Lakes Transport,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",331,LTL,Peppers,8481,2.09,690.56,1,1,1,0,1,1
SHP-107054,2025-03-10,2025-03-17,2025-03-17,GreenRoute Logistics,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3407,TL,Peppers,35559,3.22,10984.34,0,3,1,0,7,7
SHP-107055,2025-01-22,2025-01-23,2025-01-23,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",469,Reefer,Tomatoes,27074,2.73,1282.01,1,1,1,0,1,1
SHP-107056,2025-12-14,2025-12-15,2025-12-15,Maple Leaf Freight,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",418,LTL,Strawberries,7312,2.24,934.62,1,1,1,0,1,1
SHP-107057,2024-05-09,2024-05-16,2024-05-16,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3385,Reefer,Peppers,34285,3.55,12024.25,1,1,1,0,7,7
SHP-107058,2025-08-31,2025-09-04,2025-09-04,Great Lakes Transport,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1912,LTL,Strawberries,12323,2.49,4753.46,1,1,1,0,4,4
SHP-107059,2024-08-31,2024-09-07,2024-09-07,Great Lakes Transport,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3381,TL,Lettuce,36486,2.99,10094.94,1,1,1,0,7,7
SHP-107060,2025-07-07,2025-07-08,2025-07-08,Prairie Express,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",381,Reefer,Cucumbers,35017,3.52,1342.63,1,1,1,0,1,1
SHP-107061,2024-08-23,2024-08-25,2024-08-25,Atlantic Carriers,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",751,TL,Strawberries,44438,3.14,2358.12,1,1,1,0,2,2
SHP-107062,2025-06-11,2025-06-12,2025-06-12,Prairie Express,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",352,Reefer,Mixed Produce,34899,3.72,1310.42,1,1,1,0,1,1
SHP-107063,2025-03-21,2025-03-25,2025-03-25,Maple Leaf Freight,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1880,TL,Strawberries,36063,3.18,5977.65,1,1,1,0,4,4
SHP-107064,2025-05-14,2025-05-15,2025-05-15,Atlantic Carriers,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",46,TL,Tomatoes,35709,3.21,147.86,1,1,1,0,1,1
SHP-107065,2024-10-05,2024-10-06,2024-10-09,GreenRoute Logistics,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",398,LTL,Mixed Produce,12740,3.07,1222.12,1,1,0,0,1,4
SHP-107066,2025-09-16,2025-09-17,2025-09-17,Summit Trucking,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",302,TL,Strawberries,44228,2.86,865,1,1,1,0,1,1
SHP-107067,2024-07-10,2024-07-11,2024-07-11,Northern Star Haulage,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",406,TL,Mixed Produce,40813,3,1219.72,1,1,1,0,1,1
SHP-107068,2024-09-26,2024-09-29,2024-09-29,Maple Leaf Freight,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1056,TL,Tomatoes,44959,3.18,3362.72,1,1,1,0,3,3
SHP-107069,2025-10-03,2025-10-04,2025-10-04,Great Lakes Transport,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",490,TL,Cucumbers,36632,2.56,1255.88,1,1,1,0,1,1
SHP-107070,2025-05-10,2025-05-11,2025-05-11,Prairie Express,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",402,TL,Cucumbers,44186,2.48,995.7,1,1,1,0,1,1
SHP-107071,2025-03-06,2025-03-07,2025-03-07,Great Lakes Transport,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",493,TL,Strawberries,41979,2.74,1352.98,0,2,1,0,1,1
SHP-107072,2025-05-20,2025-05-21,2025-05-21,Great Lakes Transport,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",334,LTL,Tomatoes,14797,2.61,871.21,1,1,1,0,1,1
SHP-107073,2024-01-22,2024-01-23,2024-01-23,Maple Leaf Freight,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",415,TL,Lettuce,43455,2.92,1211.29,1,1,1,0,1,1
SHP-107074,2025-11-11,2025-11-12,2025-11-12,Atlantic Carriers,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",312,Reefer,Cucumbers,28531,3.61,1127.61,1,1,1,0,1,1
SHP-107075,2024-12-04,2024-12-06,2024-12-06,Atlantic Carriers,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",760,TL,Mixed Produce,42199,2.45,1862.9,1,1,1,0,2,2
SHP-107076,2024-01-26,2024-01-28,2024-01-28,Northern Star Haulage,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",906,Reefer,Lettuce,41626,2.83,2562.64,0,3,1,1,2,2
SHP-107077,2025-12-12,2025-12-14,2025-12-14,Northern Star Haulage,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",856,TL,Peppers,34668,2.2,1885.16,0,2,1,0,2,2
SHP-107078,2024-10-27,2024-10-31,2024-10-31,GreenRoute Logistics,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1887,TL,Mixed Produce,37636,2.96,5586.94,1,1,1,0,4,4
SHP-107079,2024-05-18,2024-05-20,2024-05-20,Atlantic Carriers,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",860,Reefer,Strawberries,25598,3.46,2971.82,1,1,1,0,2,2
SHP-107080,2024-05-22,2024-05-29,2024-05-29,Prairie Express,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3399,Reefer,Cucumbers,34585,3.34,11360.55,0,3,1,0,7,7
SHP-107081,2025-12-06,2025-12-09,2025-12-09,CrossBorder Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1118,TL,Peppers,34562,3.46,3870.95,1,1,1,0,3,3
SHP-107082,2025-04-14,2025-04-15,2025-04-15,Summit Trucking,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",43,Reefer,Tomatoes,30413,3.62,155.78,0,2,1,0,1,1
SHP-107083,2025-11-16,2025-11-17,2025-11-17,Northern Star Haulage,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",385,TL,Tomatoes,31057,2.13,818.92,0,2,1,0,1,1
SHP-107084,2024-02-07,2024-02-08,2024-02-08,Summit Trucking,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",46,LTL,Cucumbers,7109,2.08,95.77,1,1,1,0,1,1
SHP-107085,2024-03-23,2024-03-24,2024-03-24,Northern Star Haulage,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",331,LTL,Cucumbers,11562,2.57,849.68,0,2,1,0,1,1
SHP-107087,2025-07-31,2025-08-01,2025-08-01,Atlantic Carriers,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",309,Reefer,Peppers,41359,3.75,1159.67,1,1,1,0,1,1
SHP-107088,2025-07-22,2025-07-25,2025-07-25,Great Lakes Transport,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1082,Reefer,Strawberries,35596,3.24,3502.58,0,3,1,0,3,3
SHP-107089,2024-12-31,2025-01-01,2025-01-01,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",438,TL,Cucumbers,32812,2.71,1187.55,1,1,1,0,1,1
SHP-107090,2025-07-07,2025-07-10,2025-07-12,Summit Trucking,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1055,TL,Lettuce,30714,2.98,3147.99,1,1,0,0,3,5
SHP-107091,2025-11-04,2025-11-06,2025-11-06,Summit Trucking,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",908,Reefer,Strawberries,29529,3.8,3450.02,1,1,1,0,2,2
SHP-107092,2024-06-28,2024-06-29,2024-06-30,Prairie Express,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",374,Reefer,Mixed Produce,38642,3.35,1253.81,1,1,0,0,1,2
SHP-107093,2025-09-28,2025-09-29,2025-10-01,Great Lakes Transport,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",406,LTL,Cucumbers,7060,2.25,911.64,1,1,0,0,1,3
SHP-107094,2024-01-07,2024-01-09,2024-01-09,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",767,TL,Tomatoes,34713,2.77,2127.89,1,1,1,0,2,2
SHP-107095,2025-11-13,2025-11-14,2025-11-14,Summit Trucking,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",51,TL,Peppers,38986,2.54,129.36,1,1,1,0,1,1
SHP-107096,2025-10-26,2025-10-28,2025-10-28,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",739,TL,Tomatoes,40299,2.7,1995.61,1,1,1,0,2,2
SHP-107097,2024-07-21,2024-07-23,2024-07-23,CrossBorder Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",756,Reefer,Cucumbers,38740,4.61,3486.04,1,1,1,0,2,2
SHP-107098,2024-06-16,2024-06-18,2024-06-21,Northern Star Haulage,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",843,Reefer,Mixed Produce,30624,3.92,3302.6,1,1,0,0,2,5
SHP-107099,2024-03-19,2024-03-23,2024-03-25,GreenRoute Logistics,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1883,TL,Strawberries,39033,3.21,6035.72,1,1,0,0,4,6
SHP-107100,2024-03-23,2024-03-24,2024-03-24,Northern Star Haulage,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",330,LTL,Tomatoes,12980,2.34,771.35,1,1,1,0,1,1
SHP-107101,2025-04-16,2025-04-18,2025-04-18,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",732,TL,Peppers,37076,2.49,1825.47,1,1,1,0,2,2
SHP-107102,2024-01-03,2024-01-05,2024-01-05,GreenRoute Logistics,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",503,LTL,Cucumbers,7883,3.07,1544.74,1,1,1,0,2,2
SHP-107103,2024-08-16,2024-08-19,2024-08-20,GreenRoute Logistics,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1061,Reefer,Cucumbers,25674,4.37,4640.66,1,1,0,0,3,4
SHP-107104,2024-11-09,2024-11-10,2024-11-10,CrossBorder Freight,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",365,Reefer,Mixed Produce,26495,3.59,1308.94,0,3,1,0,1,1
SHP-107105,2024-03-24,2024-03-28,2024-03-31,Summit Trucking,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1880,Reefer,Mixed Produce,27785,3.83,7208.07,1,1,0,0,4,7
SHP-107106,2025-04-15,2025-04-17,2025-04-17,Summit Trucking,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",900,Reefer,Mixed Produce,40211,4.12,3709.24,1,1,1,0,2,2
SHP-107108,2025-09-25,2025-09-26,2025-09-26,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",457,TL,Mixed Produce,33525,3.04,1389.52,1,1,1,0,1,1
SHP-107109,2024-02-07,2024-02-09,2024-02-09,TransNorth Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",751,TL,Cucumbers,40721,2.93,2198.72,1,1,1,0,2,2
SHP-107110,2024-01-21,2024-01-23,2024-01-23,Atlantic Carriers,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",755,LTL,Mixed Produce,6150,2.37,1786.59,1,1,1,0,2,2
SHP-107111,2025-10-05,2025-10-08,2025-10-08,Northern Star Haulage,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1068,LTL,Cucumbers,8915,2.52,2688.06,0,3,1,0,3,3
SHP-107112,2025-03-09,2025-03-11,2025-03-11,GreenRoute Logistics,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",744,TL,Cucumbers,41941,3.12,2317.64,1,1,1,0,2,2
SHP-107113,2025-03-01,2025-03-03,2025-03-03,Northern Star Haulage,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",853,LTL,Peppers,7192,2.63,2244.81,1,1,1,0,2,2
SHP-107115,2025-06-16,2025-06-18,2025-06-18,FreshHaul Inc.,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",745,Reefer,Strawberries,30171,4.77,3554.47,0,3,1,0,2,2
SHP-107116,2024-12-01,2024-12-08,2024-12-08,GreenRoute Logistics,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3396,TL,Peppers,41237,3.13,10624.83,1,1,1,0,7,7
SHP-107117,2024-02-27,2024-02-29,2024-02-29,Great Lakes Transport,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",900,LTL,Cucumbers,11779,2.37,2130.54,1,1,1,0,2,2
SHP-107118,2025-01-27,2025-01-30,2025-01-30,Great Lakes Transport,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1055,Reefer,Mixed Produce,36663,3.38,3567.24,1,1,1,0,3,3
SHP-107119,2024-10-16,2024-10-17,2024-10-17,GreenRoute Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",453,TL,Strawberries,37670,3.55,1609.67,1,1,1,0,1,1
SHP-107120,2024-02-26,2024-02-27,2024-02-27,Great Lakes Transport,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",46,Reefer,Tomatoes,33502,2.93,134.68,1,1,1,0,1,1
SHP-107121,2024-05-12,2024-05-19,2024-05-19,Northern Star Haulage,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3406,TL,Tomatoes,31321,2.95,10058.86,1,1,1,0,7,7
SHP-107122,2025-05-11,2025-05-12,2025-05-12,Summit Trucking,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",53,TL,Cucumbers,35636,2.76,146.28,1,1,1,0,1,1
SHP-107123,2024-01-03,2024-01-07,2024-01-08,Great Lakes Transport,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1916,Reefer,Mixed Produce,28124,4.01,7685.64,1,1,0,0,4,5
SHP-107124,2025-02-11,2025-02-13,2025-02-13,Prairie Express,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",851,TL,Mixed Produce,41627,2.29,1946.26,1,1,1,0,2,2
SHP-107125,2025-11-10,2025-11-11,2025-11-11,CrossBorder Freight,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",359,TL,Peppers,42988,3.58,1285.37,1,1,1,0,1,1
SHP-107126,2024-03-31,2024-04-04,2024-04-04,Prairie Express,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1914,Reefer,Mixed Produce,27120,3.17,6062.38,0,2,1,0,4,4
SHP-107127,2025-05-01,2025-05-05,2025-05-07,Great Lakes Transport,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1913,TL,Peppers,43281,3.07,5864.32,1,1,0,0,4,6
SHP-107128,2025-11-05,2025-11-06,2025-11-06,Prairie Express,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",489,LTL,Cucumbers,7905,1.86,911.95,1,1,1,0,1,1
SHP-107129,2024-05-25,2024-05-27,2024-05-27,FreshHaul Inc.,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",764,Reefer,Cucumbers,41627,4.58,3498.2,1,1,1,0,2,2
SHP-107130,2024-02-06,2024-02-09,2024-02-09,Atlantic Carriers,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1081,Reefer,Mixed Produce,37654,3.4,3680.43,0,2,1,0,3,3
SHP-107131,2025-02-19,2025-02-21,2025-02-21,Maple Leaf Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",856,Reefer,Peppers,38769,3.21,2744.89,1,1,1,0,2,2
SHP-107132,2025-06-27,2025-06-28,2025-06-28,Great Lakes Transport,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",303,TL,Cucumbers,39578,2.59,785.32,0,3,1,0,1,1
SHP-107133,2024-02-06,2024-02-07,2024-02-10,Atlantic Carriers,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",356,LTL,Strawberries,12221,2.28,812.09,1,1,0,0,1,4
SHP-107134,2024-12-08,2024-12-10,2024-12-10,Atlantic Carriers,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",767,Reefer,Lettuce,40833,3.37,2588.51,1,1,1,0,2,2
SHP-107135,2025-06-22,2025-06-24,2025-06-24,Northern Star Haulage,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",905,TL,Peppers,39603,3.07,2773.85,1,1,1,0,2,2
SHP-107136,2025-02-02,2025-02-04,2025-02-04,GreenRoute Logistics,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",515,Reefer,Tomatoes,36870,3.95,2036.31,1,1,1,0,2,2
SHP-107137,2025-12-29,2025-12-31,2025-12-31,FreshHaul Inc.,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",736,Reefer,Peppers,29833,3.71,2730.71,1,1,1,0,2,2
SHP-107138,2024-05-08,2024-05-12,2024-05-12,Summit Trucking,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1904,TL,Lettuce,39766,2.92,5559.4,1,1,1,1,4,4
SHP-107139,2024-09-14,2024-09-15,2024-09-15,Atlantic Carriers,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",358,Reefer,Tomatoes,33151,3.43,1229.24,1,1,1,0,1,1
SHP-107140,2025-11-26,2025-11-28,2025-11-28,Summit Trucking,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",739,TL,Cucumbers,33259,3.32,2449.87,1,1,1,0,2,2
SHP-107141,2024-02-09,2024-02-11,2024-02-11,Summit Trucking,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",757,LTL,Strawberries,14759,2.44,1848.92,0,2,1,0,2,2
SHP-107142,2024-06-16,2024-06-17,2024-06-17,Prairie Express,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",456,TL,Tomatoes,34953,3.02,1375.57,1,1,1,0,1,1
SHP-107143,2025-12-07,2025-12-08,2025-12-08,Maple Leaf Freight,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",418,TL,Tomatoes,42340,3.04,1272.39,1,1,1,0,1,1
SHP-107144,2025-04-25,2025-05-02,2025-05-02,Maple Leaf Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3401,LTL,Peppers,9552,3.1,10532.89,1,1,1,0,7,7
SHP-107145,2025-11-18,2025-11-20,2025-11-20,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",740,Reefer,Cucumbers,28754,3.8,2810.27,0,2,1,0,2,2
SHP-107146,2025-07-14,2025-07-16,2025-07-16,Great Lakes Transport,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",737,TL,Peppers,42739,3.09,2276.54,1,1,1,0,2,2
SHP-107147,2024-05-03,2024-05-04,2024-05-04,Prairie Express,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",367,TL,Mixed Produce,30245,2.27,834.86,0,3,1,0,1,1
SHP-107148,2024-05-19,2024-05-21,2024-05-21,Great Lakes Transport,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",894,TL,Mixed Produce,32184,2.49,2224.16,1,1,1,0,2,2
SHP-107149,2024-06-01,2024-06-04,2024-06-04,Great Lakes Transport,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1052,TL,Mixed Produce,35863,2.83,2980.89,1,1,1,0,3,3
SHP-107150,2025-04-03,2025-04-04,2025-04-04,Northern Star Haulage,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",380,TL,Peppers,43518,2.95,1119.95,1,1,1,0,1,1
SHP-107151,2024-08-29,2024-08-31,2024-08-31,GreenRoute Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",766,TL,Lettuce,41981,3.38,2590.58,1,1,1,0,2,2
SHP-107152,2024-08-23,2024-08-25,2024-08-27,GreenRoute Logistics,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",734,TL,Lettuce,31972,3.01,2210.65,1,1,0,0,2,4
SHP-107153,2024-10-14,2024-10-16,2024-10-16,Northern Star Haulage,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",886,TL,Lettuce,35646,2.25,1996.51,1,1,1,0,2,2
SHP-107154,2025-07-04,2025-07-06,2025-07-07,GreenRoute Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",764,Reefer,Lettuce,40741,4.26,3251.48,1,1,0,0,2,3
SHP-107155,2024-10-08,2024-10-09,2024-10-09,TransNorth Logistics,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",484,Reefer,Peppers,39932,3.46,1677.02,1,1,1,0,1,1
SHP-107156,2025-02-05,2025-02-08,2025-02-08,FreshHaul Inc.,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1104,Reefer,Peppers,39387,4.06,4481.14,1,1,1,0,3,3
SHP-107157,2024-05-04,2024-05-05,2024-05-05,Atlantic Carriers,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",361,TL,Lettuce,38637,2.68,966.91,1,1,1,0,1,1
SHP-107158,2024-07-21,2024-07-22,2024-07-22,GreenRoute Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",468,TL,Cucumbers,40626,3.59,1678.03,1,1,1,0,1,1
SHP-107159,2025-04-26,2025-04-28,2025-04-28,CrossBorder Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",747,TL,Lettuce,43428,2.98,2224.2,1,1,1,0,2,2
SHP-107160,2024-11-03,2024-11-04,2024-11-04,FreshHaul Inc.,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",491,TL,Peppers,33924,3.25,1596.64,1,1,1,0,1,1
SHP-107161,2024-06-18,2024-06-19,2024-06-19,Great Lakes Transport,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",492,LTL,Peppers,8147,2.76,1356.19,1,1,1,0,1,1
SHP-107162,2025-05-27,2025-05-28,2025-05-28,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",435,Reefer,Mixed Produce,30019,3.44,1497.87,1,1,1,0,1,1
SHP-107163,2025-01-29,2025-01-30,2025-01-30,Great Lakes Transport,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",307,TL,Mixed Produce,33280,2.62,804.87,1,1,1,0,1,1
SHP-107164,2024-02-13,2024-02-15,2024-02-15,Maple Leaf Freight,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",898,LTL,Cucumbers,11702,2.66,2385.51,1,1,1,0,2,2
SHP-107165,2024-07-08,2024-07-10,2024-07-10,Great Lakes Transport,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",904,TL,Cucumbers,44078,2.5,2260.53,1,1,1,0,2,2
SHP-107166,2025-10-22,2025-10-23,2025-10-23,GreenRoute Logistics,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",52,TL,Strawberries,32480,3.29,171.3,1,1,1,0,1,1
SHP-107167,2024-12-22,2024-12-24,2024-12-24,TransNorth Logistics,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",894,Reefer,Lettuce,36598,3.56,3185.36,0,2,1,0,2,2
SHP-107168,2024-07-20,2024-07-22,2024-07-22,CrossBorder Freight,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",902,TL,Tomatoes,36900,3.71,3348.62,1,1,1,0,2,2
SHP-107169,2024-08-27,2024-08-28,2024-08-28,Northern Star Haulage,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",305,TL,Strawberries,41701,2.65,807.62,1,1,1,0,1,1
